Sub,Vehicle,task,Mental,Physical,Hurried,Successful,Work,Insecure,Intuitive,Complex
246,060a 2018 Audi A6 Premium,SuRT,4,15,1,8,12,1,17,8
246,060a 2018 Audi A6 Premium,Nav_V,5,3,11,11,14,9,9,7
537,059b 2018 Volvo XC90 Momentum,Audio_TS,5,15,5,5,10,4,2,3
246,060a 2018 Audi A6 Premium,Single,1,5,3,17,6,1,19,2
537,059b 2018 Volvo XC90 Momentum,CD_TS,1,15,3,21,14,1,17,2
246,060a 2018 Audi A6 Premium,SMSRS_CC,5,8,4,18,8,3,17,5
537,059b 2018 Volvo XC90 Momentum,Audio_V,1,1,1,1,1,1,1,1
246,060a 2018 Audi A6 Premium,SMSRS_V,12,8,7,13,14,9,5,13
199,060a 2018 Audi A6 Premium,CD_CC,5,3,3,21,5,1,21,4
199,060a 2018 Audi A6 Premium,CD_V,1,1,1,21,1,1,21,1
199,060a 2018 Audi A6 Premium,Audio_V,3,1,1,21,2,1,21,1
199,060a 2018 Audi A6 Premium,Nav_CC,4,2,1,21,2,1,21,1
199,060a 2018 Audi A6 Premium,Audio_CC,5,2,1,21,2,1,21,1
199,060a 2018 Audi A6 Premium,Nav_V,1,1,1,21,1,1,21,1
199,060a 2018 Audi A6 Premium,nBack,10,3,5,15,10,3,21,1
199,060a 2018 Audi A6 Premium,SMSRS_CC,3,2,1,21,2,1,21,1
199,060a 2018 Audi A6 Premium,SuRT,10,1,5,21,10,5,21,1
199,060a 2018 Audi A6 Premium,SMSRS_V,2,1,1,21,1,1,20,2
199,060a 2018 Audi A6 Premium,Single,1,1,1,20,1,1,21,1
242,061a 2018 Lincoln Navigator Select L,SuRT,17,11,13,9,14,11,10,1
187,059a 2018 Volvo XC90 Momentum,Nav_TS,8,3,8,18,8,6,17,5
515,060b 2018 Audi A6 Premium,Nav_CC,13,10,5,11,13,1,14,5
242,061a 2018 Lincoln Navigator Select L,nBack,17,7,9,11,9,8,13,10
187,059a 2018 Volvo XC90 Momentum,Nav_V,7,8,8,15,5,4,15,7
242,061a 2018 Lincoln Navigator Select L,Single,15,11,2,16,10,4,17,7
515,060b 2018 Audi A6 Premium,Nav_V,12,5,5,9,13,2,7,9
187,059a 2018 Volvo XC90 Momentum,CD_V,7,6,6,19,7,7,19,1
515,060b 2018 Audi A6 Premium,CD_V,4,4,3,18,3,1,18,3
187,059a 2018 Volvo XC90 Momentum,SMSRS_V,3,3,2,19,3,4,20,3
242,061a 2018 Lincoln Navigator Select L,Audio_CS,17,7,7,11,11,11,5,9
187,059a 2018 Volvo XC90 Momentum,CD_TS,5,4,4,18,4,4,15,5
515,060b 2018 Audi A6 Premium,SMSRS_CC,12,7,3,20,9,1,12,4
242,061a 2018 Lincoln Navigator Select L,SMSS_V,7,7,6,15,11,12,5,15
187,059a 2018 Volvo XC90 Momentum,Single,6,2,4,18,15,3,18,9
515,060b 2018 Audi A6 Premium,CD_CC,11,7,7,16,13,1,6,15
242,061a 2018 Lincoln Navigator Select L,Audio_V,9,7,9,17,7,11,17,7
187,059a 2018 Volvo XC90 Momentum,Audio_V,5,3,3,20,3,2,19,3
242,061a 2018 Lincoln Navigator Select L,SMSR_V,5,7,7,17,5,9,17,11
187,059a 2018 Volvo XC90 Momentum,SuRT,13,6,5,17,6,3,3,9
515,060b 2018 Audi A6 Premium,SMSRS_V,16,18,10,7,21,3,1,1
187,059a 2018 Volvo XC90 Momentum,Audio_TS,6,5,5,18,7,3,17,9
242,061a 2018 Lincoln Navigator Select L,CD_CS,13,11,4,17,6,5,17,7
242,061a 2018 Lincoln Navigator Select L,SMSR_CS,7,5,2,17,4,3,7,4
187,059a 2018 Volvo XC90 Momentum,nBack,18,6,11,10,10,8,6,10
515,060b 2018 Audi A6 Premium,Audio_V,16,6,12,6,18,1,3,13
515,060b 2018 Audi A6 Premium,Single,4,2,6,20,11,1,16,4
242,061a 2018 Lincoln Navigator Select L,CD_V,3,3,3,17,3,6,15,5
515,060b 2018 Audi A6 Premium,Audio_CC,8,5,2,20,11,1,8,11
242,061a 2018 Lincoln Navigator Select L,Nav_V,3,3,3,17,5,3,18,4
515,060b 2018 Audi A6 Premium,SuRT,14,15,6,16,18,1,16,2
242,061a 2018 Lincoln Navigator Select L,Nav_CS,16,15,5,17,16,11,6,5
515,060b 2018 Audi A6 Premium,nBack,14,5,8,18,14,1,16,1
534,061b 2018 Lincoln Navigator Select L,Single,2,2,3,17,5,4,18,1
534,061b 2018 Lincoln Navigator Select L,SuRT,10,15,11,11,17,10,14,8
509,060b 2018 Audi A6 Premium,Nav_V,10,8,10,6,16,7,9,7
534,061b 2018 Lincoln Navigator Select L,SMSS_V,15,6,10,13,18,12,11,13
541,059b 2018 Volvo XC90 Momentum,SuRT,16,10,5,10,10,6,5,16
534,061b 2018 Lincoln Navigator Select L,nBack,18,4,16,10,21,15,7,18
509,060b 2018 Audi A6 Premium,SMSRS_CC,9,9,6,7,10,8,13,7
541,059b 2018 Volvo XC90 Momentum,nBack,16,6,10,6,18,10,16,6
534,061b 2018 Lincoln Navigator Select L,SMSR_V,15,6,10,12,13,11,11,11
541,059b 2018 Volvo XC90 Momentum,Single,14,6,10,12,16,5,17,5
509,060b 2018 Audi A6 Premium,Nav_CC,7,9,7,7,7,6,15,7
534,061b 2018 Lincoln Navigator Select L,Audio_CS,21,20,14,11,19,18,10,12
541,059b 2018 Volvo XC90 Momentum,Audio_TS,16,12,5,6,14,10,10,12
534,061b 2018 Lincoln Navigator Select L,SMSR_CS,5,5,6,13,12,7,14,8
541,059b 2018 Volvo XC90 Momentum,SMSRS_V,14,6,4,10,6,6,14,16
509,060b 2018 Audi A6 Premium,SMSRS_V,19,13,8,1,16,19,3,19
534,061b 2018 Lincoln Navigator Select L,Audio_V,3,4,5,11,6,7,16,4
534,061b 2018 Lincoln Navigator Select L,Nav_V,1,1,2,17,6,3,18,2
541,059b 2018 Volvo XC90 Momentum,Audio_V,14,6,6,10,5,6,14,4
509,060b 2018 Audi A6 Premium,CD_V,5,4,7,17,10,5,9,5
509,060b 2018 Audi A6 Premium,Single,2,2,2,20,3,3,19,2
534,061b 2018 Lincoln Navigator Select L,CD_CS,11,19,16,13,19,19,17,3
541,059b 2018 Volvo XC90 Momentum,Nav_V,4,4,4,6,12,12,10,10
509,060b 2018 Audi A6 Premium,CD_CC,7,6,7,18,6,7,14,6
534,061b 2018 Lincoln Navigator Select L,Nav_CS,21,21,11,11,19,18,5,19
509,060b 2018 Audi A6 Premium,SuRT,5,6,13,14,10,4,16,3
541,059b 2018 Volvo XC90 Momentum,CD_TS,6,10,6,8,12,12,6,8
534,061b 2018 Lincoln Navigator Select L,CD_V,1,1,1,18,9,2,18,4
541,059b 2018 Volvo XC90 Momentum,Nav_TS,14,12,6,6,14,8,8,10
541,059b 2018 Volvo XC90 Momentum,CD_V,15,15,15,12,12,6,16,6
509,060b 2018 Audi A6 Premium,Audio_V,21,10,15,1,21,21,1,21
509,060b 2018 Audi A6 Premium,nBack,21,3,12,2,21,18,2,20
509,060b 2018 Audi A6 Premium,Audio_CC,9,6,9,12,12,7,11,7
159,061a 2018 Lincoln Navigator Select L,nBack,6,4,5,16,4,3,18,3
519,059b 2018 Volvo XC90 Momentum,nBack,20,1,10,11,15,10,7,20
519,059b 2018 Volvo XC90 Momentum,Audio_TS,21,21,21,1,21,21,2,21
542,060b 2018 Audi A6 Premium,SMSRS_CC,15,5,15,18,15,13,10,12
519,059b 2018 Volvo XC90 Momentum,SuRT,10,16,17,5,19,11,2,16
159,061a 2018 Lincoln Navigator Select L,Audio_CS,13,14,9,16,14,15,5,17
542,060b 2018 Audi A6 Premium,SMSRS_V,15,10,12,9,13,15,11,14
519,059b 2018 Volvo XC90 Momentum,Audio_V,4,1,4,21,1,2,21,1
159,061a 2018 Lincoln Navigator Select L,SuRT,8,9,8,14,10,5,10,7
519,059b 2018 Volvo XC90 Momentum,Single,6,2,10,16,3,4,16,11
542,060b 2018 Audi A6 Premium,Nav_V,8,6,11,18,12,7,17,7
542,060b 2018 Audi A6 Premium,Single,9,4,4,13,10,7,1,1
159,061a 2018 Lincoln Navigator Select L,Audio_V,6,3,2,17,4,3,16,4
519,059b 2018 Volvo XC90 Momentum,CD_TS,11,19,21,15,14,15,4,11
159,061a 2018 Lincoln Navigator Select L,Single,3,2,3,19,3,2,21,2
542,060b 2018 Audi A6 Premium,Nav_CC,17,10,12,12,11,16,5,18
519,059b 2018 Volvo XC90 Momentum,SMSRS_V,3,3,4,19,6,2,19,4
542,060b 2018 Audi A6 Premium,SuRT,13,5,11,9,14,14,2,2
159,061a 2018 Lincoln Navigator Select L,CD_CS,11,10,6,15,10,8,13,8
159,061a 2018 Lincoln Navigator Select L,SMSS_V,11,5,5,15,6,5,13,6
519,059b 2018 Volvo XC90 Momentum,CD_V,1,1,3,21,2,8,9,15
542,060b 2018 Audi A6 Premium,CD_V,8,3,5,15,7,5,18,5
159,061a 2018 Lincoln Navigator Select L,CD_V,4,2,3,16,3,2,17,2
519,059b 2018 Volvo XC90 Momentum,Nav_V,7,4,12,10,15,14,6,15
542,060b 2018 Audi A6 Premium,nBack,17,11,11,4,13,19,1,21
159,061a 2018 Lincoln Navigator Select L,SMSR_V,6,2,2,16,4,3,17,3
519,059b 2018 Volvo XC90 Momentum,Nav_TS,21,21,21,21,21,21,5,21
542,060b 2018 Audi A6 Premium,CD_CC,13,8,7,18,13,9,13,7
159,061a 2018 Lincoln Navigator Select L,Nav_CS,7,9,4,16,11,5,15,4
159,061a 2018 Lincoln Navigator Select L,SMSR_CS,6,7,4,18,4,3,15,3
542,060b 2018 Audi A6 Premium,Audio_CC,13,14,9,9,12,12,12,16
159,061a 2018 Lincoln Navigator Select L,Nav_V,3,3,3,20,2,2,20,2
542,060b 2018 Audi A6 Premium,Audio_V,11,7,12,7,12,11,13,8
205,059a 2018 Volvo XC90 Momentum,Nav_V,1,1,3,15,16,3,18,3
205,059a 2018 Volvo XC90 Momentum,SMSRS_V,4,4,7,14,12,5,12,4
545,060b 2018 Audi A6 Premium,SMSRS_V,8,4,4,2,10,9,2,16
251,061a 2018 Lincoln Navigator Select L,Audio_CS,15,17,15,20,15,15,10,10
545,060b 2018 Audi A6 Premium,Single,1,2,2,3,2,3,20,1
205,059a 2018 Volvo XC90 Momentum,Nav_TS,11,17,10,5,15,10,10,10
251,061a 2018 Lincoln Navigator Select L,Audio_V,17,1,10,10,10,15,6,18
545,060b 2018 Audi A6 Premium,SMSRS_CC,14,8,12,10,12,12,14,6
205,059a 2018 Volvo XC90 Momentum,Single,3,6,2,16,4,3,17,3
545,060b 2018 Audi A6 Premium,SuRT,8,6,8,10,6,6,20,3
251,061a 2018 Lincoln Navigator Select L,nBack,21,4,21,7,10,21,5,21
205,059a 2018 Volvo XC90 Momentum,CD_V,4,4,5,15,4,5,15,3
251,061a 2018 Lincoln Navigator Select L,CD_CS,15,9,17,15,10,15,5,21
205,059a 2018 Volvo XC90 Momentum,SuRT,13,15,10,12,13,7,16,4
251,061a 2018 Lincoln Navigator Select L,SuRT,21,21,21,15,10,18,19,15
205,059a 2018 Volvo XC90 Momentum,CD_TS,10,13,10,13,11,7,13,6
545,060b 2018 Audi A6 Premium,nBack,14,8,9,7,5,8,20,12
545,060b 2018 Audi A6 Premium,Nav_V,6,4,2,12,6,6,14,8
251,061a 2018 Lincoln Navigator Select L,CD_V,10,15,15,18,10,8,11,15
205,059a 2018 Volvo XC90 Momentum,nBack,17,3,17,5,15,16,6,14
251,061a 2018 Lincoln Navigator Select L,Single,1,1,1,15,1,1,10,1
205,059a 2018 Volvo XC90 Momentum,Audio_V,4,2,3,19,4,1,20,2
545,060b 2018 Audi A6 Premium,Nav_CC,18,8,10,2,18,21,2,18
251,061a 2018 Lincoln Navigator Select L,Nav_CS,18,18,18,18,17,15,3,18
205,059a 2018 Volvo XC90 Momentum,Audio_TS,4,14,5,15,5,2,15,5
545,060b 2018 Audi A6 Premium,Audio_CC,14,14,14,6,14,14,14,4
251,061a 2018 Lincoln Navigator Select L,SMSS_V,10,10,12,15,5,13,4,4
251,061a 2018 Lincoln Navigator Select L,Nav_V,8,8,6,19,6,1,19,12
545,060b 2018 Audi A6 Premium,CD_V,14,12,14,8,14,14,8,4
251,061a 2018 Lincoln Navigator Select L,SMSR_V,10,10,15,15,6,15,10,15
251,061a 2018 Lincoln Navigator Select L,SMSR_CS,1,1,10,15,8,12,6,6
545,060b 2018 Audi A6 Premium,Audio_V,12,6,18,7,16,16,8,10
545,060b 2018 Audi A6 Premium,CD_CC,16,16,16,6,18,18,4,18
159,060a 2018 Audi A6 Premium,CD_V,6,2,4,20,4,3,15,3
159,060a 2018 Audi A6 Premium,Nav_CC,11,15,9,11,10,8,7,13
540,059b 2018 Volvo XC90 Momentum,nBack,17,1,9,8,18,11,13,13
159,060a 2018 Audi A6 Premium,CD_CC,12,14,7,14,14,8,6,15
540,059b 2018 Volvo XC90 Momentum,Audio_TS,21,3,12,1,21,14,5,12
159,060a 2018 Audi A6 Premium,Nav_V,3,2,2,18,10,6,15,4
540,059b 2018 Volvo XC90 Momentum,SuRT,6,1,1,9,9,1,21,1
159,060a 2018 Audi A6 Premium,Audio_V,4,2,2,19,7,2,11,2
159,060a 2018 Audi A6 Premium,SMSRS_CC,10,10,4,17,7,4,17,4
540,059b 2018 Volvo XC90 Momentum,Audio_V,7,1,1,17,9,1,21,1
159,060a 2018 Audi A6 Premium,Audio_CC,6,10,4,18,6,5,17,8
540,059b 2018 Volvo XC90 Momentum,Single,5,2,4,13,10,2,19,1
159,060a 2018 Audi A6 Premium,SMSRS_V,6,4,4,15,21,17,1,21
159,060a 2018 Audi A6 Premium,nBack,4,1,4,20,3,2,21,1
540,059b 2018 Volvo XC90 Momentum,CD_TS,18,2,5,11,12,4,17,4
159,060a 2018 Audi A6 Premium,Single,1,2,1,20,1,1,21,1
159,060a 2018 Audi A6 Premium,SuRT,3,8,2,18,8,4,19,2
540,059b 2018 Volvo XC90 Momentum,SMSRS_V,7,1,4,18,16,2,21,1
540,059b 2018 Volvo XC90 Momentum,CD_V,5,1,2,13,15,1,18,2
540,059b 2018 Volvo XC90 Momentum,Nav_V,3,1,3,16,7,2,19,2
540,059b 2018 Volvo XC90 Momentum,Nav_TS,15,2,2,15,17,1,6,3
183,060a 2018 Audi A6 Premium,Nav_CC,10,7,7,3,12,1,20,1
183,060a 2018 Audi A6 Premium,Nav_V,5,5,6,5,8,1,21,1
237,059a 2018 Volvo XC90 Momentum,SMSRS_V,12,16,6,16,9,5,17,7
183,060a 2018 Audi A6 Premium,CD_V,1,1,1,18,1,1,20,1
237,059a 2018 Volvo XC90 Momentum,Single,15,17,6,14,15,13,18,3
549,061b 2018 Lincoln Navigator Select L,SuRT,6,4,4,18,3,1,17,7
183,060a 2018 Audi A6 Premium,SMSRS_CC,5,5,7,18,9,5,15,5
237,059a 2018 Volvo XC90 Momentum,Nav_V,15,9,10,13,14,9,15,8
549,061b 2018 Lincoln Navigator Select L,nBack,19,11,11,12,19,8,8,13
237,059a 2018 Volvo XC90 Momentum,SuRT,11,16,15,14,14,9,16,7
183,060a 2018 Audi A6 Premium,CD_CC,21,21,21,12,21,18,12,19
549,061b 2018 Lincoln Navigator Select L,Single,3,1,1,19,5,1,21,1
183,060a 2018 Audi A6 Premium,SMSRS_V,5,5,10,15,10,5,15,5
237,059a 2018 Volvo XC90 Momentum,Nav_TS,17,15,15,15,16,6,12,12
183,060a 2018 Audi A6 Premium,Audio_V,1,1,4,12,12,1,21,1
549,061b 2018 Lincoln Navigator Select L,Audio_CS,11,8,1,18,10,1,21,1
237,059a 2018 Volvo XC90 Momentum,nBack,19,7,17,9,17,13,10,15
183,060a 2018 Audi A6 Premium,Single,1,1,1,18,1,1,21,1
183,060a 2018 Audi A6 Premium,Audio_CC,2,5,1,15,5,1,21,1
549,061b 2018 Lincoln Navigator Select L,SMSS_V,4,1,1,10,6,1,21,1
237,059a 2018 Volvo XC90 Momentum,CD_V,7,5,7,19,8,4,19,5
183,060a 2018 Audi A6 Premium,SuRT,21,21,21,18,21,18,6,10
549,061b 2018 Lincoln Navigator Select L,Audio_V,1,1,1,20,1,1,21,1
183,060a 2018 Audi A6 Premium,nBack,10,10,5,15,12,5,21,1
549,061b 2018 Lincoln Navigator Select L,SMSR_V,1,1,1,20,1,1,21,1
237,059a 2018 Volvo XC90 Momentum,Audio_TS,18,18,8,11,18,13,13,13
237,059a 2018 Volvo XC90 Momentum,CD_TS,12,17,8,17,13,8,16,8
549,061b 2018 Lincoln Navigator Select L,CD_CS,2,10,4,19,19,12,18,2
549,061b 2018 Lincoln Navigator Select L,SMSR_CS,1,6,1,19,10,2,19,1
237,059a 2018 Volvo XC90 Momentum,Audio_V,15,7,9,17,12,7,19,7
549,061b 2018 Lincoln Navigator Select L,CD_V,1,1,1,19,10,5,18,2
549,061b 2018 Lincoln Navigator Select L,Nav_V,1,1,1,20,9,1,21,1
549,061b 2018 Lincoln Navigator Select L,Nav_CS,10,10,8,18,14,10,4,16
505,061b 2018 Lincoln Navigator Select L,nBack,8,6,5,9,9,6,6,12
556,060b 2018 Audi A6 Premium,Single,10,2,3,17,10,5,2,2
556,060b 2018 Audi A6 Premium,SuRT,11,3,4,16,8,4,18,3
505,061b 2018 Lincoln Navigator Select L,Audio_CS,14,14,12,10,14,15,9,14
505,061b 2018 Lincoln Navigator Select L,SuRT,7,6,3,17,5,5,17,3
556,060b 2018 Audi A6 Premium,SMSRS_V,15,4,11,7,15,15,8,13
505,061b 2018 Lincoln Navigator Select L,Audio_V,4,2,4,12,2,10,20,3
556,060b 2018 Audi A6 Premium,nBack,16,5,7,7,14,14,2,1
505,061b 2018 Lincoln Navigator Select L,Single,2,2,3,19,3,2,18,2
556,060b 2018 Audi A6 Premium,SMSRS_CC,4,4,4,16,5,5,15,5
505,061b 2018 Lincoln Navigator Select L,CD_CS,16,13,11,13,20,20,16,8
505,061b 2018 Lincoln Navigator Select L,SMSS_V,3,2,4,20,3,2,21,2
556,060b 2018 Audi A6 Premium,Audio_CC,3,3,4,18,5,3,19,3
505,061b 2018 Lincoln Navigator Select L,CD_V,3,2,4,19,3,6,20,2
556,060b 2018 Audi A6 Premium,Nav_V,3,3,3,20,3,3,18,3
505,061b 2018 Lincoln Navigator Select L,SMSR_V,1,3,1,21,3,1,21,2
556,060b 2018 Audi A6 Premium,Audio_V,8,4,5,3,18,20,3,20
505,061b 2018 Lincoln Navigator Select L,Nav_CS,10,10,7,18,10,8,19,3
505,061b 2018 Lincoln Navigator Select L,SMSR_CS,6,6,4,19,4,2,19,2
556,060b 2018 Audi A6 Premium,Nav_CC,15,3,14,6,16,17,6,16
505,061b 2018 Lincoln Navigator Select L,Nav_V,2,2,1,20,2,2,21,1
556,060b 2018 Audi A6 Premium,CD_CC,8,3,8,7,13,15,7,16
556,060b 2018 Audi A6 Premium,CD_V,5,4,3,18,6,5,17,4
238,059a 2018 Volvo XC90 Momentum,Single,2,6,5,20,6,2,19,2
238,059a 2018 Volvo XC90 Momentum,SuRT,14,16,15,18,18,12,9,15
238,059a 2018 Volvo XC90 Momentum,SMSRS_V,2,2,2,20,3,1,19,2
238,059a 2018 Volvo XC90 Momentum,nBack,17,3,14,13,15,15,8,6
544,061b 2018 Lincoln Navigator Select L,Audio_CS,21,14,21,1,21,21,15,17
238,059a 2018 Volvo XC90 Momentum,Nav_V,4,2,4,20,3,2,16,4
544,061b 2018 Lincoln Navigator Select L,Audio_V,18,13,16,1,19,20,18,11
238,059a 2018 Volvo XC90 Momentum,Audio_TS,13,13,13,15,15,14,7,6
238,059a 2018 Volvo XC90 Momentum,Nav_TS,8,13,11,18,13,11,9,10
544,061b 2018 Lincoln Navigator Select L,nBack,21,12,21,5,21,21,11,12
238,059a 2018 Volvo XC90 Momentum,Audio_V,4,3,3,18,5,3,15,4
544,061b 2018 Lincoln Navigator Select L,CD_CS,21,19,21,1,20,21,17,21
238,059a 2018 Volvo XC90 Momentum,CD_V,2,2,3,20,3,2,18,2
544,061b 2018 Lincoln Navigator Select L,SuRT,19,21,21,15,19,21,17,21
238,059a 2018 Volvo XC90 Momentum,CD_TS,5,6,4,14,7,3,11,8
544,061b 2018 Lincoln Navigator Select L,CD_V,21,12,21,1,18,21,14,21
544,061b 2018 Lincoln Navigator Select L,Single,18,11,21,8,15,21,20,17
544,061b 2018 Lincoln Navigator Select L,Nav_CS,21,18,21,3,21,21,11,15
544,061b 2018 Lincoln Navigator Select L,SMSS_V,21,19,21,15,18,21,15,16
544,061b 2018 Lincoln Navigator Select L,Nav_V,18,10,21,15,17,18,18,18
544,061b 2018 Lincoln Navigator Select L,SMSR_V,17,10,18,19,15,15,17,10
544,061b 2018 Lincoln Navigator Select L,SMSR_CS,20,14,18,9,15,16,17,7
554,060b 2018 Audi A6 Premium,SuRT,5,1,10,15,11,1,21,1
546,061b 2018 Lincoln Navigator Select L,Audio_V,17,15,15,5,20,18,18,18
554,060b 2018 Audi A6 Premium,nBack,15,15,15,10,17,1,21,18
554,060b 2018 Audi A6 Premium,Single,1,1,5,18,15,1,21,1
546,061b 2018 Lincoln Navigator Select L,CD_CS,21,21,19,15,21,21,19,18
554,060b 2018 Audi A6 Premium,Audio_CC,15,1,11,15,17,1,21,1
546,061b 2018 Lincoln Navigator Select L,Audio_CS,21,19,19,17,21,16,18,16
554,060b 2018 Audi A6 Premium,SMSRS_V,15,5,15,3,11,1,15,15
546,061b 2018 Lincoln Navigator Select L,CD_V,18,10,10,18,10,10,19,10
546,061b 2018 Lincoln Navigator Select L,nBack,21,21,21,15,21,21,15,10
554,060b 2018 Audi A6 Premium,Audio_V,15,1,17,17,15,1,15,15
546,061b 2018 Lincoln Navigator Select L,Nav_CS,21,21,21,17,21,19,10,15
554,060b 2018 Audi A6 Premium,SMSRS_CC,3,5,5,10,10,1,18,18
546,061b 2018 Lincoln Navigator Select L,SuRT,21,21,17,15,20,16,18,17
554,060b 2018 Audi A6 Premium,Nav_V,4,1,3,18,1,1,21,1
546,061b 2018 Lincoln Navigator Select L,Nav_V,19,18,10,20,19,15,21,5
546,061b 2018 Lincoln Navigator Select L,Single,2,1,1,19,15,1,21,2
554,060b 2018 Audi A6 Premium,CD_V,1,1,1,19,5,1,21,1
546,061b 2018 Lincoln Navigator Select L,SMSR_CS,18,20,18,20,18,10,16,5
554,060b 2018 Audi A6 Premium,Nav_CC,1,1,3,18,7,1,21,3
546,061b 2018 Lincoln Navigator Select L,SMSS_V,20,15,5,20,12,5,18,5
546,061b 2018 Lincoln Navigator Select L,SMSR_V,15,10,10,20,15,10,18,10
246,059a 2018 Volvo XC90 Momentum,Single,3,2,2,19,4,1,18,1
246,059a 2018 Volvo XC90 Momentum,SuRT,4,5,5,17,7,2,18,2
246,059a 2018 Volvo XC90 Momentum,SMSRS_V,5,2,4,16,7,2,18,2
550,060b 2018 Audi A6 Premium,nBack,21,6,6,11,20,15,12,19
246,059a 2018 Volvo XC90 Momentum,nBack,12,4,6,14,12,6,15,5
246,059a 2018 Volvo XC90 Momentum,Nav_V,7,4,11,19,8,4,15,5
550,060b 2018 Audi A6 Premium,Audio_CC,17,7,15,15,18,14,15,17
246,059a 2018 Volvo XC90 Momentum,Audio_TS,6,6,3,14,8,2,18,3
550,060b 2018 Audi A6 Premium,SuRT,18,4,9,15,16,6,18,16
246,059a 2018 Volvo XC90 Momentum,Nav_TS,8,9,7,19,7,4,17,3
246,059a 2018 Volvo XC90 Momentum,Audio_V,2,1,4,19,5,2,20,2
550,060b 2018 Audi A6 Premium,Audio_V,16,15,14,11,16,15,10,16
246,059a 2018 Volvo XC90 Momentum,CD_V,2,1,2,20,4,1,20,1
550,060b 2018 Audi A6 Premium,Single,5,3,3,18,4,4,10,8
246,059a 2018 Volvo XC90 Momentum,CD_TS,4,6,4,18,7,3,19,2
550,060b 2018 Audi A6 Premium,CD_CC,11,9,7,18,12,9,18,12
550,060b 2018 Audi A6 Premium,SMSRS_V,13,5,5,17,16,9,4,7
550,060b 2018 Audi A6 Premium,CD_V,10,9,9,15,10,8,18,7
550,060b 2018 Audi A6 Premium,SMSRS_CC,14,10,7,3,14,13,12,16
550,060b 2018 Audi A6 Premium,Nav_CC,10,11,7,12,11,13,14,15
550,060b 2018 Audi A6 Premium,Nav_V,11,6,5,16,12,7,14,16
225,059a 2018 Volvo XC90 Momentum,SuRT,18,9,14,13,19,15,10,7
225,059a 2018 Volvo XC90 Momentum,nBack,20,4,17,12,19,8,17,20
225,059a 2018 Volvo XC90 Momentum,Single,6,1,4,19,10,3,20,1
543,061b 2018 Lincoln Navigator Select L,CD_V,17,4,16,8,18,11,21,5
225,059a 2018 Volvo XC90 Momentum,Audio_TS,20,16,17,12,21,16,13,10
225,059a 2018 Volvo XC90 Momentum,SMSRS_V,6,2,4,18,12,5,19,5
543,061b 2018 Lincoln Navigator Select L,Nav_CS,18,5,18,8,18,10,18,1
225,059a 2018 Volvo XC90 Momentum,Audio_V,2,2,5,20,2,2,21,1
543,061b 2018 Lincoln Navigator Select L,CD_CS,21,5,18,8,19,5,21,17
225,059a 2018 Volvo XC90 Momentum,Nav_V,3,1,2,20,2,1,21,3
543,061b 2018 Lincoln Navigator Select L,Nav_V,15,5,16,17,16,5,21,5
225,059a 2018 Volvo XC90 Momentum,CD_TS,5,14,10,21,16,9,13,7
543,061b 2018 Lincoln Navigator Select L,Audio_V,10,5,10,18,15,5,21,1
225,059a 2018 Volvo XC90 Momentum,Nav_TS,17,21,17,15,20,17,7,14
543,061b 2018 Lincoln Navigator Select L,SMSR_CS,17,5,16,15,15,5,21,3
225,059a 2018 Volvo XC90 Momentum,CD_V,1,1,2,21,2,2,21,2
543,061b 2018 Lincoln Navigator Select L,Audio_CS,21,5,19,7,19,9,8,18
543,061b 2018 Lincoln Navigator Select L,SMSR_V,18,5,15,12,17,5,21,10
543,061b 2018 Lincoln Navigator Select L,nBack,21,5,5,7,19,6,21,1
543,061b 2018 Lincoln Navigator Select L,SMSS_V,13,5,10,18,16,5,21,1
543,061b 2018 Lincoln Navigator Select L,SuRT,21,5,19,8,18,5,21,1
543,061b 2018 Lincoln Navigator Select L,Single,9,5,8,18,19,1,21,1
237,060a 2018 Audi A6 Premium,Nav_V,16,12,13,16,15,9,10,10
513,061b 2018 Lincoln Navigator Select L,Nav_CS,17,15,15,16,17,15,9,13
237,060a 2018 Audi A6 Premium,SMSRS_CC,15,18,12,15,16,13,13,11
513,061b 2018 Lincoln Navigator Select L,Nav_V,12,4,6,14,14,10,15,7
237,060a 2018 Audi A6 Premium,Nav_CC,13,16,17,15,16,7,13,13
513,061b 2018 Lincoln Navigator Select L,CD_V,8,8,10,17,10,6,18,10
513,061b 2018 Lincoln Navigator Select L,SMSR_CS,12,15,8,13,15,12,11,9
237,060a 2018 Audi A6 Premium,SMSRS_V,12,12,8,15,11,5,15,9
513,061b 2018 Lincoln Navigator Select L,CD_CS,20,20,10,14,18,20,11,10
237,060a 2018 Audi A6 Premium,CD_V,9,11,10,17,8,4,18,9
237,060a 2018 Audi A6 Premium,Single,7,3,3,19,5,2,15,5
513,061b 2018 Lincoln Navigator Select L,SMSR_V,15,6,10,6,14,21,10,15
237,060a 2018 Audi A6 Premium,CD_CC,17,17,9,17,17,8,9,13
513,061b 2018 Lincoln Navigator Select L,Audio_V,14,6,8,10,13,15,10,16
237,060a 2018 Audi A6 Premium,SuRT,15,18,15,14,17,7,16,11
513,061b 2018 Lincoln Navigator Select L,SMSS_V,13,10,7,9,14,15,9,14
237,060a 2018 Audi A6 Premium,Audio_V,16,14,9,15,17,5,9,13
513,061b 2018 Lincoln Navigator Select L,Audio_CS,21,21,10,10,21,21,6,21
